MedInc,HouseAge,AveRooms,Population,AveOccup,Latitude,price
0.9011,50.0,6.229508196721311,377.0,3.0901639344262297,37.81,0.861
1.191,52.0,7.69811320754717,521.0,3.2767295597484276,37.81,0.761
2.5938,48.0,6.225563909774436,392.0,2.9473684210526314,37.81,0.735
1.1667,52.0,5.401069518716578,604.0,3.229946524064171,37.81,0.784
0.8056,48.0,4.382530120481928,788.0,2.3734939759036147,37.81,0.844
2.6094,52.0,6.98639455782313,492.0,3.3469387755102042,37.8,0.813
1.8516,52.0,6.975609756097561,274.0,3.341463414634146,37.81,0.85
0.9802,46.0,4.584288052373159,1823.0,2.983633387888707,37.81,1.292
1.7719,26.0,6.047244094488189,392.0,3.0866141732283463,37.81,0.825
0.7286,46.0,3.375451263537906,582.0,2.101083032490975,37.81,0.952
1.75,49.0,5.552631578947368,560.0,3.6842105263157894,37.81,0.75
0.4999,46.0,1.7142857142857142,18.0,2.5714285714285716,37.81,0.675
2.483,20.0,6.2781954887218046,290.0,2.180451127819549,37.81,1.375
0.9241,17.0,2.8177676537585423,762.0,1.7357630979498861,37.81,1.775
2.4464,36.0,5.724950884086444,1236.0,2.4282907662082516,37.81,1.021
1.1111,19.0,5.830917874396135,721.0,3.4830917874396135,37.81,1.083
0.8026,23.0,5.369230769230769,1054.0,3.243076923076923,37.81,1.125
2.0114,38.0,4.412903225806452,344.0,2.2193548387096773,37.8,1.313
1.5,17.0,3.1972318339100347,609.0,2.1072664359861593,37.81,1.625
1.1667,52.0,3.75,183.0,3.267857142857143,37.81,1.125
1.5208,52.0,3.9080459770114944,200.0,2.2988505747126435,37.81,1.125
0.8075,52.0,2.490322580645161,346.0,2.232258064516129,37.81,1.375
1.8088,35.0,5.609467455621302,467.0,2.7633136094674557,37.81,1.188
2.4083,52.0,6.721739130434782,377.0,3.2782608695652176,37.81,0.982
0.977,40.0,2.3157894736842106,582.0,1.5315789473684212,37.81,1.188
0.76,10.0,2.6515151515151514,546.0,1.6545454545454545,37.81,1.625
0.9722,10.0,2.6923076923076925,125.0,3.2051282051282053,37.8,1.375
1.2434,52.0,2.929411764705882,396.0,4.658823529411765,37.8,5.00001
2.0938,16.0,2.74585635359116,800.0,2.2099447513812156,37.8,1.625
0.8668,52.0,2.4431818181818183,904.0,10.272727272727273,37.8,1.375
0.75,52.0,2.823529411764706,191.0,5.617647058823529,37.8,1.625
2.6354,27.0,3.493377483443709,718.0,2.377483443708609,37.79,1.875
1.8477,39.0,3.6723768736616704,1327.0,2.841541755888651,37.8,1.792
2.0096,36.0,2.294016358157555,3469.0,1.493327593628928,37.8,1.3
2.8345,31.0,3.8949152542372882,2048.0,1.735593220338983,37.82,1.838
2.0062,29.0,3.681318681318681,202.0,2.21978021978022,37.81,1.25
1.2185,22.0,2.9456,2024.0,1.6192,37.82,1.7
2.6104,37.0,3.7071428571428573,1838.0,1.8755102040816327,37.82,1.931
2.4912,29.0,3.7248,2304.0,1.8432,37.81,2.578
3.2177,28.0,3.8784235136940546,2563.0,1.7120908483633934,37.81,2.734
3.125,39.0,3.745614035087719,389.0,1.706140350877193,37.81,2.375
2.5795,52.0,3.5154975530179446,895.0,1.4600326264274062,37.81,3.5
2.8406,34.0,3.281721632196758,2689.0,1.5030743432084963,37.81,3.357
4.9306,52.0,6.184426229508197,674.0,2.762295081967213,37.82,3.134
3.2727,52.0,4.442982456140351,709.0,1.5548245614035088,37.81,2.685
3.1691,52.0,4.165876777251185,686.0,1.6255924170616114,37.81,2.594
3.9,52.0,4.848189415041783,1444.0,2.011142061281337,37.82,2.757
3.9063,28.0,4.160847880299252,1520.0,1.8952618453865338,37.82,2.25
5.0917,52.0,5.628458498023716,550.0,2.1739130434782608,37.82,2.625
2.6429,32.0,3.7270058708414875,1806.0,1.7671232876712328,37.82,2.185
3.0233,26.0,3.2530813475760065,1749.0,1.4371405094494658,37.82,2.55
3.1484,52.0,4.578034682080925,939.0,1.8092485549132948,37.83,2.241
3.4722,35.0,3.822274881516588,675.0,1.599526066350711,37.83,2.431
3.1429,52.0,4.3951890034364265,534.0,1.8350515463917525,37.83,2.316
2.4234,28.0,3.0234798314268514,2558.0,1.5400361228175798,37.83,2.185
3.0897,52.0,4.040501446480231,1786.0,1.7222757955641272,37.83,2.341
5.8596,50.0,6.742627345844504,970.0,2.6005361930294906,37.84,3.276
5.2868,47.0,6.546391752577319,1098.0,2.263917525773196,37.84,3.476
5.956,41.0,6.851063829787234,794.0,2.1117021276595747,37.83,3.661
4.9643,37.0,7.1063829787234045,98.0,2.0851063829787235,37.85,3.35
6.3434,52.0,6.947890818858561,1061.0,2.632754342431762,37.85,3.736
5.1773,52.0,6.358558558558559,1177.0,2.120720720720721,37.84,3.895
7.2354,52.0,7.11716621253406,901.0,2.455040871934605,37.85,3.911
5.457,28.0,5.5303347280334725,2031.0,2.1244769874476988,37.85,3.373
7.5,50.0,6.127348643006263,1031.0,2.152400835073069,37.84,2.952
6.0194,44.0,5.735343383584589,1358.0,2.274706867671692,37.84,2.923
7.5544,40.0,7.631498470948012,1616.0,2.470948012232416,37.83,4.115
6.0666,30.0,6.446064139941691,844.0,2.4606413994169096,37.84,3.115
7.0548,34.0,6.125,1140.0,2.2983870967741935,37.84,3.259
11.6017,18.0,8.335051546391753,533.0,2.747422680412371,37.84,3.926
7.4882,35.0,6.467268623024831,1072.0,2.419864559819413,37.84,3.193
6.8976,34.0,6.6122715404699735,1627.0,2.1240208877284594,37.83,3.333
8.2049,28.0,6.978947368421053,463.0,2.4368421052631577,37.83,3.352
8.401,26.0,7.530805687203792,542.0,2.5687203791469195,37.83,3.512
6.8538,29.0,6.657992565055762,661.0,2.45724907063197,37.83,3.689
8.317,32.0,6.977186311787072,635.0,2.414448669201521,37.82,3.659
7.0175,37.0,6.982954545454546,420.0,2.3863636363636362,37.82,3.667
6.3302,39.0,7.54,1265.0,2.53,37.82,3.628
6.3624,30.0,5.615384615384615,126.0,2.423076923076923,37.81,4.833
7.0549,52.0,6.785714285714286,813.0,2.322857142857143,37.82,3.314
6.7851,45.0,6.957746478873239,1067.0,2.504694835680751,37.81,3.235
2.8929,50.0,5.132246376811594,1260.0,2.282608695652174,37.8,2.167
3.0812,38.0,4.628336755646817,951.0,1.9527720739219712,37.8,2.331
5.2402,52.0,6.200892857142857,510.0,2.2767857142857144,37.81,2.964
6.5217,52.0,6.39935064935065,765.0,2.4837662337662336,37.81,2.737
3.2632,52.0,4.745652173913044,1129.0,2.4543478260869565,37.8,2.277
3.0298,52.0,5.183673469387755,1073.0,2.433106575963719,37.8,1.996
4.5428,52.0,5.283495145631068,1185.0,2.3009708737864076,37.8,2.398
4.072,52.0,5.952941176470588,756.0,2.223529411764706,37.81,2.701
5.3509,52.0,5.65067178502879,1034.0,1.9846449136276392,37.81,3.021
3.1603,52.0,4.429193899782135,787.0,1.7145969498910676,37.8,2.695
4.7708,52.0,6.727699530516432,612.0,2.8732394366197185,37.81,3.147
8.1564,52.0,7.7026315789473685,1021.0,2.6868421052631577,37.81,3.901
8.8793,52.0,8.972868217054264,861.0,3.3372093023255816,37.81,4.103
6.8591,52.0,7.599388379204893,953.0,2.914373088685015,37.81,3.524
6.0302,52.0,5.8203125,634.0,2.4765625,37.81,2.873
7.508,52.0,7.994318181818182,878.0,2.4943181818181817,37.81,3.487
2.7477,52.0,4.333333333333333,918.0,1.9006211180124224,37.81,2.438
2.1944,52.0,5.074285714285714,360.0,2.057142857142857,37.8,2.115
3.0149,52.0,4.276639344262295,1197.0,2.4528688524590163,37.8,2.184
3.675,52.0,4.851351351351352,1048.0,2.023166023166023,37.81,2.699
3.225,46.0,4.326639892904953,1373.0,1.8380187416331994,37.81,2.188
2.9345,42.0,4.059113300492611,1715.0,1.6896551724137931,37.8,2.25
2.1429,43.0,3.2742382271468142,1359.0,1.8822714681440442,37.8,2.5
1.6121,41.0,3.5617433414043584,1062.0,2.5714285714285716,37.8,1.714
1.3929,29.0,3.1927554980595083,1335.0,1.7270375161707632,37.8,1.938
2.3173,27.0,3.804195804195804,1171.0,2.7296037296037294,37.79,1.25
1.7772,45.0,3.882608695652174,1475.0,3.2065217391304346,37.79,0.975
2.6458,50.0,3.2091836734693877,742.0,3.7857142857142856,37.79,1.25
2.181,52.0,3.6887052341597797,1086.0,2.9917355371900825,37.79,1.388
2.2303,36.0,3.0902394106813995,1645.0,3.029465930018416,37.8,1.167
1.6504,43.0,3.639751552795031,1710.0,2.6552795031055902,37.8,1.518
2.2697,52.0,4.368421052631579,731.0,3.206140350877193,37.8,1.27
2.1563,52.0,4.585014409221902,1118.0,3.2219020172910664,37.8,1.286
2.1348,52.0,4.7343283582089555,1006.0,3.002985074626866,37.8,1.406
2.6292,47.0,3.693140794223827,1213.0,2.1895306859205776,37.8,1.827
2.3833,52.0,4.638132295719845,772.0,3.0038910505836576,37.8,1.469
2.957,52.0,4.496259351620948,1321.0,3.29426433915212,37.8,1.228
2.5238,49.0,4.192023633677991,1487.0,2.1964549483013296,37.8,1.693
1.9375,52.0,4.209677419354839,488.0,2.6236559139784945,37.8,1.266
1.9028,51.0,4.0561224489795915,949.0,2.420918367346939,37.8,1.279
2.25,50.0,4.20722891566265,1149.0,2.7686746987951807,37.8,1.235
2.3929,52.0,4.4714285714285715,844.0,3.0142857142857142,37.8,1.119
2.1917,43.0,4.844029244516653,4367.0,3.5475223395613322,37.79,1.128
2.9357,52.0,4.327669902912621,1659.0,4.026699029126213,37.79,1.079
1.8854,30.0,3.7984790874524714,1011.0,3.844106463878327,37.79,1.375
2.1638,39.0,3.776349614395887,1464.0,3.763496143958869,37.79,1.055
2.125,47.0,4.528052805280528,1237.0,4.082508250825082,37.79,0.955
3.375,52.0,4.011904761904762,647.0,3.8511904761904763,37.79,1.161
2.2542,43.0,4.554621848739496,1284.0,3.596638655462185,37.79,1.122
2.1,51.0,3.1818181818181817,228.0,4.1454545454545455,37.79,0.75
1.6,39.0,3.747967479674797,381.0,3.097560975609756,37.79,1.125
3.625,52.0,3.973568281938326,846.0,3.7268722466960353,37.79,1.25
1.6929,20.0,3.510355029585799,1659.0,2.4541420118343193,37.8,1.15
1.6471,52.0,2.8333333333333335,520.0,3.7681159420289854,37.77,0.95
2.59,52.0,4.38996138996139,866.0,3.3436293436293436,37.77,0.964
2.57,52.0,4.202185792349726,612.0,3.3442622950819674,37.77,0.72
2.6429,52.0,3.746031746031746,415.0,3.2936507936507935,37.78,0.713
3.0257,52.0,4.046948356807512,994.0,4.666666666666667,37.78,0.808
1.4886,50.0,4.0251572327044025,1525.0,3.19706498951782,37.78,1.288
1.9338,43.0,3.2420091324200913,1506.0,3.4383561643835616,37.78,1.125
1.4844,52.0,3.8666666666666667,1008.0,3.9529411764705884,37.78,1.194
1.6009,44.0,3.1158455392809588,2813.0,3.745672436750999,37.78,1.181
2.0375,48.0,4.944606413994169,1481.0,4.317784256559767,37.79,1.225
2.293,49.0,5.365296803652968,859.0,3.922374429223744,37.79,1.063
2.1494,37.0,4.479923518164436,1608.0,3.074569789674952,37.79,1.325
1.6198,30.0,4.357142857142857,425.0,3.0357142857142856,37.79,1.227
1.3281,40.0,5.054347826086956,564.0,3.0652173913043477,37.79,1.133
3.5156,44.0,5.466911764705882,961.0,3.5330882352941178,37.79,1.095
3.9048,52.0,4.998540145985402,2273.0,3.318248175182482,37.79,1.647
3.0893,52.0,3.9076923076923076,600.0,3.076923076923077,37.79,1.25
2.6042,46.0,4.489563567362429,1647.0,3.1252371916508537,37.79,1.247
2.5,49.0,4.306603773584905,1201.0,2.832547169811321,37.79,1.367
2.7969,38.0,4.626707132018209,2167.0,3.2883156297420335,37.79,1.417
2.8321,29.0,4.823529411764706,939.0,2.761764705882353,37.79,1.5
2.9583,47.0,5.284246575342466,859.0,2.941780821917808,37.79,1.388
2.8365,34.0,4.5813953488372094,1517.0,2.939922480620155,37.79,1.392
2.875,35.0,4.520725388601036,1143.0,2.961139896373057,37.79,1.438
3.0682,39.0,4.316810344827586,1109.0,2.3900862068965516,37.8,1.565
3.0757,39.0,4.524663677130045,1221.0,2.7376681614349776,37.8,1.51
4.9559,43.0,6.6923076923076925,1115.0,2.4505494505494507,37.8,2.73
4.7721,52.0,5.772388059701493,706.0,2.6343283582089554,37.8,2.171
3.4861,52.0,4.984419263456091,1883.0,2.6671388101983005,37.8,1.871
5.1184,41.0,6.088235294117647,804.0,2.364705882352941,37.8,2.396
4.0977,48.0,5.242063492063492,506.0,2.007936507936508,37.8,2.297
4.744,48.0,7.117647058823529,610.0,2.563025210084034,37.8,2.573
4.2727,46.0,5.837349397590361,768.0,2.3132530120481927,37.8,2.469
2.9844,50.0,5.260869565217392,462.0,2.510869565217391,37.79,1.799
4.1739,40.0,4.51063829787234,667.0,2.8382978723404255,37.79,1.696
3.8487,46.0,5.1152882205513786,1059.0,2.654135338345865,37.8,2.033
4.0114,52.0,6.5451263537906135,637.0,2.299638989169675,37.8,2.634
4.6563,45.0,5.986784140969163,1106.0,2.436123348017621,37.79,2.318
2.9297,28.0,4.699551569506727,1737.0,2.596412556053812,37.79,1.405
2.3036,35.0,4.62051282051282,1009.0,2.5871794871794873,37.79,1.26
2.6667,49.0,4.2,737.0,3.5095238095238095,37.79,1.22
2.619,44.0,3.30142566191446,1354.0,2.7576374745417516,37.79,1.347
2.4167,45.0,4.462025316455696,1530.0,3.2278481012658227,37.79,1.394
2.7788,45.0,4.210416666666666,1410.0,2.9375,37.79,1.154
2.7352,46.0,3.9349736379613356,1390.0,2.4428822495606326,37.78,1.373
1.8472,52.0,5.4907063197026025,1065.0,3.95910780669145,37.78,1.37
2.6583,52.0,4.310204081632653,792.0,3.23265306122449,37.78,1.426
3.0536,49.0,3.6653061224489796,779.0,3.179591836734694,37.78,1.375
2.3906,44.0,4.865573770491803,2269.0,3.719672131147541,37.78,1.117
1.7188,43.0,4.181818181818182,1227.0,3.0147420147420148,37.78,1.268
2.625,47.0,3.6556016597510372,753.0,3.12448132780083,37.78,1.113
2.8015,40.0,3.6592592592592594,547.0,4.051851851851852,37.77,1.148
1.7276,50.0,4.036363636363636,1807.0,4.1068181818181815,37.78,1.023
2.0801,44.0,3.38989898989899,1700.0,3.4343434343434343,37.78,1.319
2.489,51.0,4.1653944020356235,1543.0,3.926208651399491,37.78,1.191
1.7546,52.0,4.733333333333333,1085.0,3.6166666666666667,37.76,0.806
4.0904,52.0,4.313868613138686,353.0,2.576642335766423,37.77,0.806
2.6765,52.0,5.0,473.0,3.174496644295302,37.77,0.888
2.4338,49.0,4.703933747412008,1621.0,3.3561076604554865,37.77,1.024
2.3309,46.0,3.4858757062146895,1183.0,3.34180790960452,37.77,0.987
2.2604,43.0,3.6714801444043323,836.0,3.0180505415162453,37.77,1.0
1.8039,42.0,3.543726235741445,900.0,3.4220532319391634,37.77,0.923
2.2562,39.0,5.007448789571694,1888.0,3.515828677839851,37.77,0.948
2.0562,41.0,4.536656891495602,1024.0,3.002932551319648,37.77,1.02
3.5398,52.0,5.4373522458628845,1225.0,2.895981087470449,37.78,1.584
3.1167,39.0,4.659574468085107,1071.0,2.848404255319149,37.78,1.216
2.5401,50.0,4.939153439153439,1128.0,2.984126984126984,37.78,1.291
2.898,43.0,5.020661157024794,1537.0,3.175619834710744,37.77,1.214
2.3125,44.0,4.399491094147582,1240.0,3.1552162849872776,37.78,1.028
2.875,52.0,6.107142857142857,469.0,2.7916666666666665,37.78,1.6
3.3715,52.0,5.105882352941176,1086.0,2.5552941176470587,37.77,1.439
3.5114,52.0,5.585131894484412,1144.0,2.7434052757793763,37.77,1.512
4.3125,52.0,6.645333333333333,1109.0,2.957333333333333,37.78,1.644
3.22,52.0,5.956639566395664,984.0,2.6666666666666665,37.78,1.565
3.875,33.0,3.021276595744681,575.0,12.23404255319149,37.78,2.25
5.2328,49.0,5.660287081339713,496.0,2.373205741626794,37.78,1.742
3.7262,52.0,5.631578947368421,555.0,2.9210526315789473,37.78,1.669
4.5893,45.0,5.400611620795107,869.0,2.6574923547400613,37.78,1.635
5.2578,39.0,5.820754716981132,236.0,2.2264150943396226,37.79,2.53
7.0875,41.0,6.593457943925234,626.0,2.925233644859813,37.79,2.407
3.9712,46.0,6.410334346504559,922.0,2.802431610942249,37.79,2.081
2.9514,47.0,4.80078125,582.0,2.2734375,37.79,1.981
2.6667,50.0,4.746268656716418,546.0,2.716417910447761,37.79,1.728
5.4446,37.0,6.176691729323308,620.0,2.330827067669173,37.81,3.367
6.2838,34.0,6.948717948717949,442.0,2.2666666666666666,37.8,3.182
6.7527,23.0,7.064024390243903,955.0,2.9115853658536586,37.8,2.858
7.0712,24.0,7.589506172839506,916.0,2.8271604938271606,37.77,2.93
5.9849,22.0,6.528723945094052,4985.0,2.5343162175902387,37.79,3.71
3.6875,42.0,5.707865168539326,651.0,2.438202247191011,37.78,1.573
2.875,30.0,4.731152204836415,1704.0,2.4238975817923185,37.77,1.353
3.4205,43.0,4.877149877149877,1085.0,2.6658476658476657,37.78,1.367
3.2984,50.0,5.78169014084507,713.0,2.51056338028169,37.78,1.607
3.875,49.0,4.933701657458563,468.0,2.585635359116022,37.78,1.406
4.175,52.0,5.396694214876033,296.0,2.446280991735537,37.78,1.44
4.375,47.0,5.761467889908257,570.0,2.614678899082569,37.77,1.619
4.7708,48.0,5.427777777777778,446.0,2.477777777777778,37.77,1.563
3.5739,45.0,6.052083333333333,968.0,2.5208333333333335,37.77,1.76
3.0958,39.0,5.0094936708860756,857.0,2.712025316455696,37.77,1.458
3.3958,39.0,5.0062111801242235,912.0,2.8322981366459627,37.77,1.419
1.871,31.0,5.3628318584070795,1360.0,3.0088495575221237,37.77,0.907
1.9356,41.0,4.490140845070423,1074.0,3.0253521126760563,37.76,0.906
2.1842,47.0,5.544502617801047,965.0,2.526178010471204,37.76,1.079
2.2917,37.0,4.921875,933.0,2.915625,37.76,1.07
2.4333,38.0,4.983050847457627,987.0,2.788135593220339,37.76,0.982
1.9479,50.0,4.82520325203252,907.0,3.686991869918699,37.76,0.895
3.9063,52.0,4.569696969696969,447.0,2.709090909090909,37.76,0.938
1.8407,49.0,5.117516629711751,1299.0,2.8802660753880267,37.76,0.967
2.0786,27.0,5.789808917197452,396.0,2.522292993630573,37.77,0.975
2.8125,42.0,4.402985074626866,877.0,3.2723880597014925,37.77,0.973
1.8913,43.0,5.498637602179836,1111.0,3.02724795640327,37.76,0.912
1.7056,49.0,5.08550185873606,790.0,2.936802973977695,37.76,0.914
2.2768,52.0,4.953068592057762,1479.0,2.6696750902527078,37.77,0.962
3.2552,51.0,4.810502283105023,1173.0,2.6780821917808217,37.77,1.201
2.0556,52.0,4.775956284153006,1029.0,2.8114754098360657,37.77,1.0
2.4659,52.0,5.782857142857143,1030.0,2.942857142857143,37.76,0.947
1.75,47.0,4.0,826.0,2.960573476702509,37.76,0.857
2.0469,41.0,4.484581497797357,1412.0,3.1101321585903086,37.77,0.893
2.7159,45.0,5.306590257879656,1132.0,3.2435530085959887,37.77,1.014
1.2083,41.0,5.7924528301886795,522.0,3.2830188679245285,37.76,0.725
1.925,45.0,4.198312236286919,630.0,2.6582278481012658,37.76,0.741
1.5809,36.0,4.556390977443609,531.0,3.992481203007519,37.75,0.7
1.4097,37.0,4.017991004497751,1925.0,2.886056971514243,37.76,0.846
0.7683,38.0,4.253561253561253,1144.0,3.259259259259259,37.76,0.818
1.3194,19.0,4.244230769230769,1481.0,2.848076923076923,37.75,0.814
0.8012,28.0,5.283950617283951,435.0,2.685185185185185,37.75,0.818
1.9479,26.0,4.267326732673268,984.0,3.2475247524752477,37.76,0.858
1.1765,36.0,5.327044025157233,567.0,3.5660377358490565,37.74,0.871
2.3456,42.0,4.3983739837398375,380.0,3.089430894308943,37.74,0.835
2.1538,44.0,4.368852459016393,825.0,3.3811475409836067,37.73,0.797
2.5139,43.0,4.561290322580645,417.0,2.6903225806451614,37.74,0.834
1.2625,45.0,5.32404181184669,801.0,2.7909407665505226,37.73,0.847
2.9063,42.0,4.590909090909091,646.0,3.2626262626262625,37.73,0.8
2.5192,43.0,4.8807017543859645,855.0,3.0,37.73,0.764
2.1111,44.0,4.029411764705882,435.0,3.198529411764706,37.73,0.797
2.455,42.0,5.223076923076923,2736.0,3.5076923076923077,37.73,0.824
2.4028,41.0,3.896135265700483,1481.0,3.577294685990338,37.74,0.977
2.15,47.0,3.3795620437956204,327.0,2.386861313868613,37.74,0.972
2.4776,43.0,4.569832402234637,494.0,2.7597765363128492,37.74,1.016
2.1587,43.0,4.319648093841642,1231.0,3.6099706744868034,37.73,0.865
1.8438,35.0,4.623853211009174,323.0,2.963302752293578,37.74,0.905
3.0298,46.0,4.56,749.0,3.328888888888889,37.74,1.076
2.25,46.0,4.320224719101123,693.0,3.893258426966292,37.74,0.842
2.2467,46.0,5.940677966101695,1339.0,3.7824858757062145,37.74,0.889
4.0469,45.0,4.125,282.0,3.525,37.75,0.807
1.325,46.0,4.825641025641025,621.0,3.1846153846153844,37.75,0.871
1.6196,38.0,3.83011583011583,732.0,2.8262548262548264,37.75,0.851
2.1731,45.0,3.8076923076923075,901.0,3.4653846153846155,37.75,0.82
1.9167,36.0,7.506666666666667,482.0,3.2133333333333334,37.75,0.828
2.069,43.0,4.863849765258216,652.0,3.0610328638497655,37.75,0.846
1.712,36.0,6.307228915662651,651.0,3.9216867469879517,37.75,0.821
2.5625,33.0,4.475524475524476,999.0,3.493006993006993,37.76,0.893
1.9821,43.0,5.186274509803922,907.0,2.9640522875816995,37.75,0.983
2.5043,41.0,5.465217391304348,828.0,3.6,37.75,0.923
2.3281,44.0,4.7952755905511815,763.0,3.0039370078740157,37.75,0.888
1.4375,48.0,5.017191977077364,935.0,2.679083094555874,37.75,0.9
2.5122,45.0,4.75,1437.0,2.96900826446281,37.76,0.955
1.5625,38.0,5.097510373443983,1516.0,3.145228215767635,37.75,0.917
3.1587,47.0,5.394594594594595,597.0,3.227027027027027,37.75,1.004
1.8426,40.0,4.926900584795321,949.0,2.7748538011695905,37.76,0.948
4.6696,46.0,6.049668874172186,881.0,2.9172185430463577,37.76,1.643
2.4598,36.0,5.358381502890174,1438.0,2.770712909441233,37.76,1.555
6.0749,39.0,6.7518518518518515,763.0,2.825925925925926,37.76,1.969
4.8304,27.0,6.27887323943662,1297.0,3.6535211267605634,37.77,2.791
5.5701,34.0,7.170616113744076,545.0,2.5829383886255926,37.76,2.528
5.37,26.0,6.127579737335835,1222.0,2.292682926829268,37.76,2.754
6.86,33.0,8.26027397260274,808.0,3.689497716894977,37.75,2.5
7.6923,28.0,7.284403669724771,329.0,3.018348623853211,37.75,3.298
4.0313,36.0,6.330275229357798,299.0,2.743119266055046,37.75,1.955
6.8323,33.0,6.603960396039604,579.0,2.866336633663366,37.75,2.559
4.975,30.0,8.28,137.0,2.74,37.75,3.111
5.3602,36.0,8.258064516129032,229.0,2.4623655913978495,37.75,3.3
5.0,41.0,6.790123456790123,1476.0,2.2777777777777777,37.74,2.489
2.925,46.0,6.194805194805195,429.0,2.7857142857142856,37.75,1.429
3.8913,40.0,5.666666666666667,849.0,3.3294117647058825,37.75,1.263
